## RECSRecommendations Upload File,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
RUH-LHR-EN,London,riyadhair:kingdom-of-saudi-arabia,Next stop: London,https://s7g10.scene7.com/is/image/aviationservices/london,2028,/en/flight-search,5000,0,LHR,RUH,SAR,en,RUH-LHR,2026-05-19T00:00:00Z
RUH-DXB-EN,Dubai,riyadhair:kingdom-of-saudi-arabia,Next stop: Dubai,https://s7g10.scene7.com/is/image/aviationservices/dubai,418,/en/flight-search,5000,0,DXB,RUH,SAR,en,RUH-DXB,2026-05-19T00:00:00Z
RUH-LHR-AR,لندن,riyadhair:kingdom-of-saudi-arabia,المحطة التالية: لندن,https://s7g10.scene7.com/is/image/aviationservices/london,2028,/en/flight-search,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2026-05-19T00:00:00Z
RUH-DXB-AR,دبي,riyadhair:kingdom-of-saudi-arabia,قريباً: دبي,https://s7g10.scene7.com/is/image/aviationservices/dubai,418,/en/flight-search,5000,0,DXB,RUH,SAR,ar,RUH-DXB,2026-05-19T00:00:00Z
LHR-RUH-EN,Riyadh,riyadhair:non-ksa,Next stop: Riyadh,https://s7g10.scene7.com/is/image/aviationservices/riyadh,447,/en/flight-search,5000,0,RUH,LHR,GBP,en,LHR-RUH,2026-05-19T00:00:00Z
DXB-RUH-EN,Dubai,riyadhair:non-ksa,Next Stop: Dubai,https://s7g10.scene7.com/is/image/aviationservices/dubai,358,/en/flight-search,5000,0,DXB,LHR,GBP,en,LHR-DXB,2026-05-19T00:00:00Z
LHR-RUH-AR,الرياض,riyadhair:non-ksa,المحطة التالية: الرياض,https://s7g10.scene7.com/is/image/aviationservices/riyadh,447,/en/flight-search,5000,0,RUH,LHR,GBP,ar,LHR-RUH,2026-05-19T00:00:00Z
DXB-RUH-AR,دبي,riyadhair:non-ksa,قريباً: دبي,https://s7g10.scene7.com/is/image/aviationservices/dubai,358,/en/flight-search,5000,0,DXB,LHR,GBP,ar,LHR-DXB,2026-05-19T00:00:00Z
RUH-JED-EN,Jeddah,riyadhair:kingdom-of-saudi-arabia,Fun and endless activities await at Jeddah,https://media.riyadhair.com/is/image/aviationservices/jeddah,180,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,en,RUH-JED,2026-05-19T00:00:00Z
RUH-JED-AR,جدة,riyadhair:kingdom-of-saudi-arabia,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,https://media.riyadhair.com/is/image/aviationservices/jeddah,180,/discover-riyadh/diriyah,5000,0,JED,RUH,SAR,ar,RUH-JED,2026-05-19T00:00:00Z
JED-RUH-EN,Jeddah,riyadhair:non-ksa,Fun and endless activities await at Jeddah,https://media.riyadhair.com/is/image/aviationservices/jeddah,180,/discover-riyadh/diriyah,5000,0,JED,RUH,GBP,en,RUH-JED,2026-05-19T00:00:00Z
LHR-RUH-EN,London,riyadhair:non-ksa,Next stop: London,https://media.riyadhair.com/is/image/aviationservices/london,226,/discover-riyadh/diriyah,5000,0,LHR,RUH,GBP,en,RUH-LHR,2026-05-25T00:00:00Z
JED-RUH-AR,جدة,riyadhair:non-ksa,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,https://media.riyadhair.com/is/image/aviationservices/jeddah,0,/discover-riyadh/diriyah,5000,0,JED,RUH,GBP,ar,RUH-JED,2026-05-19T00:00:00Z
LHR-RUH-AR,لندن,riyadhair:non-ksa,محطتك التالية: لندن,https://media.riyadhair.com/is/image/aviationservices/london,226,/discover-riyadh/diriyah,5000,0,LHR,RUH,GBP,ar,RUH-LHR,2026-05-25T00:00:00Z
