## RECSRecommendations Upload File,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
RUH-LHR-EN,London,riyadhair:kingdom-of-saudi-arabia,Next stop: London,https://s7g10.scene7.com/is/image/aviationservices/london,"2,104",/ar/flight-search?route=RUH:LHR:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,en,RUH-LHR,2026-07-10T00:00:00Z
RUH-LHR-AR,لندن,riyadhair:kingdom-of-saudi-arabia,المحطة التالية: لندن,https://s7g10.scene7.com/is/image/aviationservices/london,"2,104",/ar/flight-search?route=RUH:LHR:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2026-07-10T00:00:00Z
LHR-RUH-EN,Riyadh,riyadhair:non-ksa,Next stop: Riyadh,https://s7g10.scene7.com/is/image/aviationservices/riyadh,679,/en/flight-search?route=LHR:RUH:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,RUH,LHR,GBP,en,LHR-RUH,2026-07-10T00:00:00Z
LHR-RUH-AR,الرياض,riyadhair:non-ksa,المحطة التالية: الرياض,https://s7g10.scene7.com/is/image/aviationservices/riyadh,679,/ar/flight-search?route=LHR:RUH:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,RUH,LHR,GBP,ar,LHR-RUH,2026-07-10T00:00:00Z
RUH-JED-EN,Jeddah,riyadhair:kingdom-of-saudi-arabia,Next stop: Jeddah,https://s7g10.scene7.com/is/image/aviationservices/london,"2,104",/ar/flight-search?route=RUH:LHR:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,en,RUH-DEL,2026-07-10T00:00:00Z
RUH-JED-AR,لندن,riyadhair:kingdom-of-saudi-arabia,المحطة التالية: لندن,https://s7g10.scene7.com/is/image/aviationservices/london,"2,104",/ar/flight-search?route=RUH:LHR:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,ar,RUH-DEL,2026-07-10T00:00:00Z
RUH-CAI-EN,Cairo,riyadhair:kingdom-of-saudi-arabia,Next stop: Cairo,https://s7g10.scene7.com/is/image/aviationservices/london,"2,104",/ar/flight-search?route=RUH:LHR:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,en,RUH-BOM,2026-07-10T00:00:00Z
RUH-CAI-AR,لندن,riyadhair:kingdom-of-saudi-arabia,المحطة التالية: لندن,https://s7g10.scene7.com/is/image/aviationservices/london,"2,104",/ar/flight-search?route=RUH:LHR:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,ar,RUH-BOM,2026-07-10T00:00:00Z
DEL-RUH-EN,Riyadh,riyadhair:non-ksa,Next stop: Delhi,https://s7g10.scene7.com/is/image/aviationservices/riyadh,679,/en/flight-search?route=LHR:RUH:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,RUH,LHR,GBP,en,DEL-RUH,2026-07-10T00:00:00Z
DEL-RUH-AR,الرياض,riyadhair:non-ksa,المحطة التالية: الرياض,https://s7g10.scene7.com/is/image/aviationservices/riyadh,679,/ar/flight-search?route=LHR:RUH:2026-07-10&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,RUH,LHR,GBP,ar,DEL-RUH,2026-07-10T00:00:00Z
