## RECSRecommendations Upload File,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
RUH-JED-EN,Jeddah,riyadhair:kingdom-of-saudi-arabia,Fun and endless activities await at Jeddah,https://media.riyadhair.com/is/image/aviationservices/jeddah,457.7,/flight-search?route=RUH%3AJED%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,JED,RUH,SAR,en,RUH-JED,2026-07-07T00:00:00Z
RUH-LHR-EN,London,riyadhair:kingdom-of-saudi-arabia,Next stop: London,https://media.riyadhair.com/is/image/aviationservices/london,"1,294.00",/flight-search?route=RUH%3ALHR%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,en,RUH-LHR,2026-07-12T00:00:00Z
RUH-DXB-EN,Dubai,riyadhair:kingdom-of-saudi-arabia,Next stop: Dubai,https://media.riyadhair.com/is/image/aviationservices/dubai,390,/flight-search?route=RUH%3ADXB%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DXB,RUH,SAR,en,RUH-DXB,2026-07-12T00:00:00Z
RUH-CAI-EN,Cairo,riyadhair:kingdom-of-saudi-arabia,Next stop: Cairo,https://media.riyadhair.com/is/image/aviationservices/cairo,471,/flight-search?route=RUH%3ACAI%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,CAI,RUH,SAR,en,RUH-CAI,2026-07-12T00:00:00Z
RUH-MAN-EN,Manchester,riyadhair:kingdom-of-saudi-arabia,Next stop: Manchester,https://media.riyadhair.com/is/image/aviationservices/london,"1,659.00",/flight-search?route=RUH%3AMAN%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAN,RUH,SAR,en,RUH-MAN,2026-07-12T00:00:00Z
RUH-MAD-EN,Madrid,riyadhair:kingdom-of-saudi-arabia,Next stop: Madrid,https://media.riyadhair.com/is/image/aviationservices/london,"1,851.00",/flight-search?route=RUH%3AMAD%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAD,RUH,SAR,en,RUH-MAD,2026-07-12T00:00:00Z
RUH-JED-AR,جدة,riyadhair:kingdom-of-saudi-arabia,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,https://media.riyadhair.com/is/image/aviationservices/jeddah,457.7,/flight-search?route=RUH%3AJED%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,JED,RUH,SAR,ar,RUH-JED,2026-07-07T00:00:00Z
RUH-LHR-AR,لندن,riyadhair:kingdom-of-saudi-arabia,محطتك التالية: لندن,https://media.riyadhair.com/is/image/aviationservices/london,"1,294.00",/flight-search?route=RUH%3ALHR%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,LHR,RUH,SAR,ar,RUH-LHR,2026-07-12T00:00:00Z
RUH-DXB-AR,جدة,riyadhair:kingdom-of-saudi-arabia,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,https://media.riyadhair.com/is/image/aviationservices/dubai,390,/flight-search?route=RUH%3ADXB%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,DUB,RUH,SAR,ar,RUH-DXB,2026-07-12T00:00:00Z
RUH-CAI-AR,لندن,riyadhair:kingdom-of-saudi-arabia,محطتك التالية: لندن,https://media.riyadhair.com/is/image/aviationservices/cairo,471,/flight-search?route=RUH%3ACAI%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,CAI,RUH,SAR,ar,RUH-CAI,2026-07-12T00:00:00Z
RUH-MAN-AR,جدة,riyadhair:kingdom-of-saudi-arabia,ججةةيي صحييوو ننييووووننحجحج صحااتتييههييتتييننحج صحعمصحييتت صحتت تتننووووصحh,https://media.riyadhair.com/is/image/aviationservices/london,"1,659.00",/flight-search?route=RUH%3AMAN%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAN,RUH,SAR,ar,RUH-MAN,2026-07-12T00:00:00Z
RUH-MAD-AR,لندن,riyadhair:kingdom-of-saudi-arabia,محطتك التالية: لندن,https://media.riyadhair.com/is/image/aviationservices/london,"1,851.00",/flight-search?route=RUH%3AMAD%3A2026-06-19&pax=ADT:1:YTH:0:CHD:0:INS:0:INF:0&isBusinessClass=false&isYouthEnabled=false&isOFWEnabled=false&ofwPax=0,5000,0,MAD,RUH,SAR,ar,RUH-MAD,2026-07-12T00:00:00Z
